timestamp,cz,c4,label
1777796224.973617,0.6016113,0.6004883,rest
1777796224.9818711,0.40209968,0.40146484,rest
1777796224.9884918,0.6013672,0.6008301,rest
1777796224.9955535,0.6013672,0.6012207,rest
1777796225.0027504,0.6009277,0.6012207,rest
1777796225.0095637,0.6010742,0.6012207,rest
1777796225.0160255,0.6013672,0.601416,rest
1777796225.023333,0.6013672,0.60112304,rest
1777796225.0320156,0.40190428,0.60117184,rest
1777796225.039378,0.60131836,0.8005371,rest
1777796225.0465329,0.4022461,0.8005371,rest
1777796225.053963,0.60146484,0.8009766,rest
1777796225.061711,0.60146484,0.80126952,rest
1777796225.0688994,0.601416,0.60200196,rest
1777796225.0758097,0.601416,0.60200196,rest
1777796225.0830162,0.601709,0.40268556,rest
1777796225.088385,0.601709,0.601416,rest
1777796225.0940173,0.601709,0.601416,rest
1777796225.1021347,0.60200196,0.60131836,rest
1777796225.1099577,0.60200196,0.6012207,rest
1777796225.116794,0.60146484,0.6012207,rest
1777796225.12436,0.60146484,0.6012207,rest
1777796225.13266,0.40214844,0.40185548,rest
1777796225.139573,0.6013672,0.6012207,rest
1777796225.1485496,0.40239256,0.60131836,rest
1777796225.1564038,0.60166016,0.80063468,rest
1777796225.1631384,0.4023438,0.8003418,rest
1777796225.1708207,0.60166016,0.8004883,rest
1777796225.1784449,0.60166016,0.8004883,rest
1777796225.186648,0.60126952,0.60117184,rest
1777796225.194269,0.60131836,0.6009277,rest
1777796225.202313,0.6012207,0.40180664,rest
1777796225.208212,0.6012207,0.6010254,rest
1777796225.217558,0.40180664,0.40166014,rest
1777796225.2247462,0.60117184,0.6009766,rest
1777796225.2330666,0.40180664,0.40185548,rest
1777796225.2402756,0.6012207,0.60126952,rest
1777796225.248816,0.40190428,0.40190428,rest
1777796225.2569358,0.60131836,0.60126952,rest
1777796225.2653222,0.40195312,0.4025879,rest
1777796225.272761,0.60131836,0.60195316,rest
1777796225.2800975,0.4355535,0.60195316,rest
1777796225.2879186,0.6344304,0.80131832,rest
1777796225.2950876,0.5254688,0.80131832,rest
1777796225.3025155,0.52542,0.800732436,rest
1777796225.3105793,0.52542,0.800732436,rest
1777796225.3194354,0.491819616,0.6013672,rest
1777796225.3265786,0.4922591,0.6013672,rest
1777796225.3340917,0.4020508,0.40214844,rest
1777796225.340134,0.60146484,0.601416,rest
1777796225.3470898,0.4020508,0.60126952,rest
1777796225.355179,0.60131836,0.80063468,rest
1777796225.363422,0.60131836,0.80063468,rest
1777796225.369908,0.8004883,0.8004883,rest
1777796225.3771002,0.8004883,0.8004883,rest
1777796225.3847673,0.8005859,0.60131836,rest
1777796225.391502,0.8006836,0.6012207,rest
1777796225.4003117,0.60195316,0.40190428,rest
1777796225.4079187,0.60195316,0.60126952,rest
1777796225.414902,0.4026367,0.4022461,rest
1777796225.4223645,0.60195316,0.6015625,rest
1777796225.430663,0.60195316,0.60166016,rest
1777796225.437269,0.8006836,0.8009766,rest
1777796225.4441724,0.8006836,0.80083008,rest
1777796225.4507103,0.8005859,0.8004883,rest
1777796225.4578042,0.8005371,0.8004883,rest
1777796225.4652913,0.6015137,0.60117184,rest
1777796225.4728389,0.6015137,0.60117184,rest
1777796225.480234,0.4020996,0.40214844,rest
1777796225.4883628,0.6015137,0.60146484,rest
1777796225.495726,0.6015625,0.60146484,rest
1777796225.5024817,0.6012207,0.6013672,rest
1777796225.5096755,0.6012207,0.6012207,rest
1777796225.516521,0.6015137,0.6010254,rest
1777796225.524338,0.6015137,0.60078124,rest
1777796225.5301132,0.4020508,0.401416,rest
1777796225.5365105,0.601416,0.6008301,rest
1777796225.5419946,0.601416,0.6009766,rest
1777796225.5495603,0.6012207,0.60117184,rest
1777796225.556822,0.6012207,0.60146484,rest
1777796225.5629687,0.6013672,0.601416,rest
1777796225.5703266,0.6013672,0.60131836,rest
1777796225.5781431,0.6013672,0.60131836,rest
1777796225.5841496,0.6013672,0.6010742,rest
1777796225.590345,0.6013672,0.6010742,rest
1777796225.598083,0.60126952,0.60112304,rest
1777796225.6054995,0.60126952,0.6012207,rest
1777796225.6128652,0.5642511,0.6012207,rest
1777796225.6218686,0.763567536,0.60126952,rest
1777796225.6310854,0.763567536,0.60126952,rest
1777796225.6382115,0.9629816,0.80063468,rest
1777796225.6449978,0.9629816,0.80063468,rest
1777796225.6531212,0.80063468,0.60146484,rest
1777796225.6616397,0.80063468,0.80083008,rest
1777796225.6671395,0.6019043,0.601416,rest
1777796225.6749277,0.6019043,0.60131836,rest
1777796225.6835153,0.40273444,0.40200196,rest
1777796225.6894429,0.6020996,0.6008789,rest
1777796225.6951928,0.6020996,0.6008789,rest
1777796225.7013593,0.6016113,0.6008789,rest
1777796225.7082117,0.6016113,0.6009766,rest
1777796225.7152166,0.6016113,0.6009277,rest
1777796225.7224238,0.6016113,0.6012207,rest
1777796225.7300446,0.4021485,0.40185548,rest
1777796225.7370017,0.6013672,0.60126952,rest
1777796225.7448013,0.40239256,0.6012207,rest
1777796225.7513711,0.4024414,0.6012207,rest
1777796225.7582166,0.4024414,0.6008789,rest
1777796225.7661998,0.40273444,0.6008301,rest
1777796225.7733796,0.40273444,0.6008301,rest
1777796225.7803252,0.4028809,0.40151368,rest
1777796225.787125,0.60200196,0.6008789,rest
1777796225.7932987,0.5250782,0.6012207,rest
1777796225.8010058,0.5250782,0.60126952,rest
1777796225.8084245,0.5250782,0.60126952,rest
1777796225.815752,0.52449224,0.60185548,rest
1777796225.8240435,0.52449224,0.60185548,rest
1777796225.8312762,0.4024903,0.40253908,rest
1777796225.8382812,0.6013672,0.6019043,rest
1777796225.846134,0.40219728,0.6019043,rest
1777796225.8532622,0.6016113,0.8006836,rest
1777796225.859384,0.6016113,0.8006836,rest
1777796225.8657317,0.6012207,0.80063468,rest
1777796225.87321,0.6015137,0.80063468,rest
1777796225.87778,0.601416,0.601416,rest
1777796225.8844595,0.4020996,0.4020996,rest
1777796225.8914962,0.4020996,0.4020996,rest
1777796225.898771,0.4025879,0.40239256,rest
1777796225.9065845,0.4025879,0.40239256,rest
1777796225.9155428,0.40253908,0.4022461,rest
1777796225.9214363,0.60185548,0.6015625,rest
1777796225.928507,0.60185548,0.6015625,rest
1777796225.9360137,0.8006836,0.60195316,rest
1777796225.943318,0.8006836,0.60195316,rest
1777796225.9497886,0.8006836,0.60195316,rest
1777796225.9582584,0.8006836,0.60195316,rest
1777796225.9645045,0.60126952,0.4025879,rest
1777796225.9727418,0.60126952,0.60126952,rest
1777796225.9812667,0.40185548,0.40190428,rest
1777796225.989054,0.60117184,0.60126952,rest
1777796225.997275,0.40185548,0.40190428,rest
1777796226.0049212,0.60126952,0.60078124,rest
1777796226.0134623,0.40190428,0.60078124,rest
1777796226.020627,0.60131836,0.80014648,rest
1777796226.0282197,0.6012207,0.80014648,rest
1777796226.0359235,0.8005371,0.80014648,rest
1777796226.043335,0.8005371,0.80063468,rest
1777796226.0500336,0.8005371,0.60131836,rest
1777796226.0573063,0.8005371,0.60131836,rest
1777796226.064696,0.60195316,0.40195312,rest
1777796226.073027,0.60166016,0.60131836,rest
1777796226.0803225,0.4023438,0.40200196,rest
1777796226.08743,0.601709,0.60131836,rest
1777796226.0940075,0.601709,0.6008789,rest
1777796226.1019633,0.6009277,0.60131836,rest
1777796226.1092818,0.6012207,0.60131836,rest
1777796226.1169617,0.6013672,0.60131836,rest
1777796226.1239796,0.6013672,0.60131836,rest
1777796226.1311784,0.40244144,0.4024414,rest
1777796226.1398137,0.60190432,0.60126952,rest
1777796226.1472638,0.40258796,0.4020508,rest
1777796226.1535578,0.6017578,0.6013672,rest
1777796226.1597795,0.59301748,0.6013672,rest
1777796226.167452,0.5925292,0.60185548,rest
1777796226.1742845,0.5925292,0.60195316,rest
1777796226.1820486,0.59238268,0.60239256,rest
1777796226.1892688,0.59238268,0.6020508,rest
1777796226.1979868,0.40166014,0.4030274,rest
1777796226.2050498,0.6009766,0.60185548,rest
1777796226.2146482,0.40166014,0.60185548,rest
1777796226.2220302,0.60112304,0.80063468,rest
1777796226.2303853,0.40190428,0.6019043,rest
1777796226.2367277,0.6013672,0.80063468,rest
1777796226.2443068,0.60146484,0.8003906,rest
1777796226.2502556,0.6013672,0.6015137,rest
1777796226.2574444,0.6013672,0.6015137,rest
1777796226.2655246,0.60126952,0.6012207,rest
1777796226.2721565,0.60126952,0.6010742,rest
1777796226.279901,0.40190428,0.40258796,rest
1777796226.288769,0.60131836,0.60146484,rest
1777796226.2958786,0.40190428,0.60146484,rest
1777796226.3034327,0.6012207,0.80063468,rest
1777796226.30968,0.6012207,0.8010742,rest
1777796226.3170412,0.60166016,0.8004395,rest
1777796226.3249314,0.60166016,0.8004395,rest
1777796226.332257,0.60185548,0.6010742,rest
1777796226.339707,0.60185548,0.60126952,rest
1777796226.3474522,0.4026367,0.40195312,rest
1777796226.3556197,0.6015625,0.60131836,rest
1777796226.364178,0.40219728,0.40234376,rest
1777796226.3694084,0.601416,0.601709,rest
1777796226.3747067,0.601416,0.601709,rest
1777796226.382702,0.60131836,0.6019043,rest
1777796226.390524,0.60131836,0.6019043,rest
1777796226.4003556,0.6012207,0.60166016,rest
1777796226.4054928,0.6012207,0.60166016,rest
1777796226.4140954,0.40214844,0.40229496,rest
1777796226.4205558,0.60146484,0.601416,rest
1777796226.4268496,0.4020996,0.601416,rest
1777796226.4349492,0.4025391,0.60131836,rest
1777796226.4427297,0.4021973,0.60131836,rest
1777796226.4500582,0.40190428,0.6013672,rest
1777796226.4581645,0.40190428,0.60131836,rest
1777796226.4663382,0.40200196,0.40195312,rest
1777796226.4735122,0.6010254,0.60126952,rest
1777796226.482148,0.40214844,0.40190428,rest
1777796226.489538,0.6015137,0.6008789,rest
1777796226.4961212,0.4020996,0.4015625,rest
1777796226.5031228,0.6013672,0.6009277,rest
1777796226.5112412,0.40190428,0.6008301,rest
1777796226.5189023,0.60112304,0.60073244,rest
1777796226.526152,0.44620124,0.6010742,rest
1777796226.5331938,0.4467872,0.6010254,rest
1777796226.5388737,0.4467872,0.6010254,rest
1777796226.5465734,0.4469337,0.40185548,rest
1777796226.5540173,0.4469337,0.60131836,rest
1777796226.5622768,0.40253908,0.60131836,rest
1777796226.5694437,0.6013672,0.80029292,rest
1777796226.576615,0.6013672,0.80019532,rest
1777796226.584395,0.8006836,0.80019532,rest
1777796226.5908518,0.8006836,0.80019532,rest
1777796226.5978696,0.8005859,0.6010742,rest
1777796226.6049323,0.8005859,0.6015137,rest
1777796226.6111732,0.601416,0.4022461,rest
1777796226.6173215,0.601416,0.6015137,rest
1777796226.6231613,0.601416,0.6015137,rest
1777796226.6298962,0.601416,0.60180664,rest
1777796226.63697,0.601416,0.60180664,rest
1777796226.6445076,0.60126952,0.8011719,rest
1777796226.652177,0.60126952,0.8011719,rest
1777796226.6596887,0.51360032,0.8011719,rest
1777796226.6647098,0.513698,0.8005859,rest
1777796226.67144,0.513698,0.8005859,rest
1777796226.678648,0.51364916,0.6015625,rest
1777796226.6863823,0.51364916,0.6015625,rest
1777796226.6928563,0.60131836,0.601416,rest
1777796226.7014174,0.60112304,0.60190432,rest
1777796226.7088463,0.60112304,0.60190432,rest
1777796226.715433,0.6009766,0.6015625,rest
1777796226.721517,0.6009766,0.601416,rest
1777796226.729854,0.40151368,0.40219728,rest
1777796226.7371666,0.6010254,0.60112304,rest
1777796226.743507,0.401709,0.4017578,rest
1777796226.751722,0.6012207,0.60112304,rest
1777796226.7591124,0.6012207,0.60126952,rest
1777796226.7661345,0.6015137,0.60126952,rest
1777796226.7731586,0.6015137,0.60117184,rest
1777796226.7814486,0.6015625,0.60112304,rest
1777796226.7882545,0.6015625,0.60068356,rest
1777796226.794649,0.40219728,0.401416,rest
1777796226.802172,0.6013672,0.60078124,rest
1777796226.8089094,0.40185548,0.6008789,rest
1777796226.8165889,0.40214844,0.6009766,rest
1777796226.8233116,0.40214844,0.601416,rest
1777796226.8322804,0.40219728,0.60131836,rest
1777796226.840969,0.40219728,0.60131836,rest
1777796226.8477192,0.401709,0.40200196,rest
1777796226.855297,0.60068356,0.6010254,rest
1777796226.8646226,0.40151368,0.40166014,rest
1777796226.8703666,0.6008301,0.6009277,rest
1777796226.8802028,0.40166014,0.40161132,rest
1777796226.8874085,0.60166016,0.6009277,rest
1777796226.8933473,0.4022461,0.6009277,rest
1777796226.9009492,0.601416,0.80029292,rest
1777796226.9065309,0.601416,0.8003906,rest
1777796226.9144304,0.60180664,0.8003418,rest
1777796226.922716,0.60180664,0.8003418,rest
1777796226.9297495,0.60180664,0.60131836,rest
1777796226.9377966,0.60180664,0.6010742,rest
1777796226.9447727,0.40273436,0.401709,rest
1777796226.9514215,0.6015137,0.6010742,rest
1777796226.958646,0.6015137,0.6010742,rest
1777796226.965837,0.6021973,0.6009766,rest
1777796226.9724605,0.6021973,0.6012207,rest
1777796226.9821386,0.60185548,0.60195316,rest
1777796226.9881403,0.60185548,0.6017578,rest
1777796226.9960809,0.40292972,0.40239264,rest
1777796227.0041337,0.60166016,0.60180664,rest
1777796227.0109544,0.40229492,0.4024414,rest
1777796227.0169468,0.601709,0.6010742,rest
1777796227.0235765,0.601709,0.60117184,rest
1777796227.0310962,0.60126952,0.601709,rest
1777796227.0377183,0.60126952,0.601416,rest
1777796227.0445375,0.60131836,0.601416,rest
1777796227.051921,0.60131836,0.601416,rest
1777796227.05998,0.40180664,0.6009766,rest
1777796227.0667903,0.60117184,0.6004394,rest
1777796227.075077,0.60117184,0.60073244,rest
1777796227.0828123,0.60126952,0.60073244,rest
1777796227.090943,0.60126952,0.60068356,rest
1777796227.0977905,0.601416,0.40195312,rest
1777796227.1050956,0.601416,0.60131836,rest
1777796227.1128893,0.4020508,0.40195312,rest
1777796227.1207314,0.60126952,0.60131836,rest
1777796227.1291666,0.40185548,0.40234376,rest
1777796227.1354537,0.6012207,0.6016113,rest
1777796227.142426,0.6012207,0.6016113,rest
1777796227.1500416,0.8005859,0.6015625,rest
1777796227.1573749,0.8005859,0.60131836,rest
1777796227.1653306,0.80083008,0.6009766,rest
1777796227.172126,0.80083008,0.6009766,rest
1777796227.1791012,0.6015137,0.40185548,rest
1777796227.1858177,0.6015137,0.6009277,rest
1777796227.194789,0.40244144,0.60117184,rest
1777796227.20063,0.6016113,0.8005371,rest
1777796227.2092717,0.40214844,0.80024416,rest
1777796227.215443,0.40229496,0.8,rest
1777796227.223096,0.40229496,0.8003418,rest
1777796227.2300951,0.40200196,0.6012207,rest
1777796227.2373345,0.40200196,0.6010742,rest
1777796227.2439542,0.4020996,0.40214844,rest
1777796227.2510028,0.60126952,0.6015137,rest
1777796227.2585073,0.60126952,0.6010742,rest
1777796227.264892,0.60166016,0.6008301,rest
1777796227.2721634,0.60166016,0.6009766,rest
1777796227.2782128,0.6017578,0.6008789,rest
1777796227.2841675,0.6017578,0.6008789,rest
1777796227.2922888,0.6017578,0.60131836,rest
1777796227.2995284,0.6013672,0.60131836,rest
1777796227.3074355,0.6013672,0.60131836,rest
1777796227.313729,0.601709,0.60131836,rest
1777796227.3207688,0.601709,0.6010254,rest
1777796227.329651,0.40229492,0.40166014,rest
1777796227.3373568,0.60166016,0.6010254,rest
1777796227.344577,0.40229492,0.4020508,rest
1777796227.3512406,0.6012207,0.6013672,rest
1777796227.3589916,0.5998047,0.60166016,rest
1777796227.366785,0.7992188,0.60166016,rest
1777796227.372677,0.7992188,0.60166016,rest
1777796227.380537,0.7991699,0.6019043,rest
1777796227.3870068,0.7991699,0.6019043,rest
1777796227.3943875,0.60117184,0.4028321,rest
1777796227.40225,0.60117184,0.6021973,rest
1777796227.4089987,0.60117184,0.6021973,rest
1777796227.416066,0.8005859,0.6016113,rest
1777796227.423126,0.8005859,0.6016113,rest
1777796227.4315948,0.80083008,0.60131836,rest
1777796227.4387467,0.80083008,0.60131836,rest
1777796227.4464934,0.6016114,0.40200196,rest
1777796227.4538343,0.6016114,0.60131836,rest
1777796227.4605932,0.4021973,0.4020996,rest
1777796227.4680116,0.6013672,0.60146484,rest
1777796227.474657,0.6013672,0.60146484,rest
1777796227.4808536,0.6013672,0.601416,rest
1777796227.4871392,0.6013672,0.601416,rest
1777796227.4941218,0.60131836,0.6016113,rest
1777796227.5015595,0.60131836,0.6016113,rest
1777796227.5083408,0.58153964,0.6016113,rest
1777796227.5152018,0.7807584,0.6016113,rest
1777796227.5221317,0.7807584,0.60131836,rest
1777796227.5279613,0.780856,0.6009766,rest
1777796227.5339592,0.780856,0.6009766,rest
1777796227.542113,0.80063468,0.60078124,rest
1777796227.5504608,0.80063468,0.60078124,rest
1777796227.556461,0.6852735,0.6010742,rest
1777796227.564622,0.6854688,0.60112304,rest
1777796227.5713258,0.6854688,0.60112304,rest
1777796227.5791802,0.48605476,0.40195312,rest
1777796227.586802,0.4859571,0.60131836,rest
1777796227.5944214,0.40195312,0.4025879,rest
1777796227.6026802,0.60112304,0.6017578,rest
1777796227.608691,0.59482416,0.6017578,rest
1777796227.6155405,0.7942382,0.801123,rest
1777796227.6221626,0.79433584,0.8006836,rest
1777796227.6298826,0.79438468,0.8000488,rest
1777796227.6361752,0.79438468,0.80019532,rest
1777796227.643563,0.60131836,0.6008301,rest
1777796227.650203,0.60131836,0.6008301,rest
1777796227.6582158,0.60131836,0.6009277,rest
1777796227.6642077,0.6013672,0.6009277,rest
1777796227.6712818,0.6013672,0.6009277,rest
1777796227.678888,0.6013672,0.60126952,rest
1777796227.6858702,0.6013672,0.6009277,rest
1777796227.693731,0.4020508,0.40190428,rest
1777796227.7013726,0.60131836,0.6010742,rest
1777796227.7080743,0.60131836,0.6010742,rest
1777796227.7156286,0.6013672,0.60078124,rest
1777796227.7231555,0.6013672,0.60112304,rest
1777796227.7295964,0.6017578,0.60117184,rest
1777796227.736707,0.6017578,0.6010254,rest
1777796227.7449646,0.40253908,0.40219728,rest
1777796227.7525334,0.60185548,0.6015137,rest
1777796227.759846,0.4024414,0.40239256,rest
1777796227.765843,0.6013672,0.601709,rest
1777796227.7725675,0.5088639,0.6020508,rest
1777796227.7793076,0.5086686,0.6020508,rest
1777796227.7871454,0.5086686,0.60185548,rest
1777796227.7946084,0.5087174,0.60180664,rest
1777796227.802887,0.5087174,0.60180664,rest
1777796227.8103478,0.40200196,0.40234376,rest
1777796227.816409,0.601416,0.6010254,rest
1777796227.8223665,0.601416,0.6012207,rest
1777796227.8277304,0.601416,0.6010254,rest
1777796227.8336763,0.601416,0.6010254,rest
1777796227.8413117,0.60131836,0.8004883,rest
1777796227.848442,0.6010742,0.7437369,rest
1777796227.8552172,0.6010742,0.7437369,rest
1777796227.8632307,0.60112304,0.7436881,rest
1777796227.869377,0.6008789,0.7436881,rest
1777796227.8765738,0.6018067,0.5443717,rest
1777796227.885071,0.60205084,0.60126952,rest
1777796227.8946583,0.402685568,0.40190428,rest
1777796227.9021654,0.602002,0.60131836,rest
1777796227.9099824,0.40302736,0.40200196,rest
1777796227.917292,0.601416,0.60131836,rest
1777796227.9224565,0.601416,0.6012207,rest
1777796227.9291382,0.601416,0.6012207,rest
1777796227.935137,0.601416,0.6012207,rest
1777796227.940402,0.601416,0.6261784,rest
1777796227.9474452,0.4022461,0.4269596,rest
1777796227.9562953,0.40219728,0.42705728,rest
1777796227.9649658,0.40229492,0.427447936,rest
1777796227.9734323,0.4020508,0.427447936,rest
1777796227.9821343,0.40200196,0.40244144,rest
1777796227.989586,0.6008301,0.60166016,rest
1777796227.9978063,0.40185548,0.40229492,rest
1777796228.0058637,0.60112304,0.60126952,rest
1777796228.0141928,0.40200196,0.40190428,rest
1777796228.0226254,0.60126952,0.60126952,rest
1777796228.030726,0.40288084,0.40190428,rest
1777796228.0374098,0.6019043,0.6010254,rest
1777796228.0478172,0.40263676,0.40166014,rest
1777796228.0555303,0.60200196,0.6010254,rest
1777796228.0652423,0.4026367,0.40166014,rest
1777796228.0728304,0.60131836,0.6010254,rest
1777796228.081342,0.40190428,0.40195312,rest
1777796228.0892415,0.60117184,0.60131836,rest
1777796228.0969832,0.40180664,0.40214844,rest
1777796228.1044052,0.60117184,0.6015137,rest
1777796228.111079,0.4020508,0.4020996,rest
1777796228.1173422,0.60146484,0.601416,rest
1777796228.123433,0.57260096,0.601416,rest
1777796228.1305647,0.57260096,0.601416,rest
1777796228.137599,0.57260096,0.601416,rest
1777796228.1451268,0.57235676,0.6015137,rest
1777796228.1529229,0.57235676,0.6010254,rest
1777796228.1601598,0.40185548,0.4020508,rest
1777796228.1671193,0.6012207,0.60117184,rest
1777796228.1750517,0.40180664,0.60117184,rest
1777796228.1812506,0.6012207,0.8004883,rest
1777796228.1881554,0.6012207,0.8009766,rest
1777796228.194299,0.6015137,0.8005371,rest
1777796228.2015736,0.6015137,0.8005859,rest
1777796228.209501,0.6015625,0.60126952,rest
1777796228.2160103,0.6015625,0.60126952,rest
1777796228.2226164,0.6015625,0.6010254,rest
1777796228.2288916,0.601416,0.6010742,rest
1777796228.2407036,0.601416,0.6010742,rest
1777796228.2469552,0.60185548,0.6010742,rest
1777796228.25439,0.60185548,0.6010742,rest
1777796228.2619689,0.4026367,0.40195312,rest
1777796228.269082,0.60185548,0.6010254,rest
1777796228.2783232,0.402685568,0.40161132,rest
1777796228.2848656,0.6016113,0.6009277,rest
1777796228.292665,0.40249024,0.4015625,rest
1777796228.2987666,0.601709,0.6009277,rest
1777796228.305468,0.601709,0.6012207,rest
1777796228.312688,0.60146484,0.60126952,rest
1777796228.3208237,0.60146484,0.60117184,rest
1777796228.3290336,0.60112304,0.60126952,rest
1777796228.3376513,0.60112304,0.60126952,rest
